"CHR_UID","CHR_NAME","FRACTION","DU","Waterbody","PERSISTENT","HD_METAL","TOXIC","TURBAP","UNITS","Criteria_Type","Magnitude_Numeric"
"881","Di(2-ethylhexyl) phthalate",,"DWS",,,"N","Y","N","ugL","DWS",6
"886","Dibenz[a,h]anthracene",,"DWS",,,"N","Y","N","ugL","DWS",0.048
"899","Dibutyl phthalate",,"DWS",,,"N","Y","N","ugL","DWS",3500
"917","Dichlorobromomethane",,"DWS",,,"N","Y","N","ugL","DWS",5.6
"934","Dieldrin",,"DWS",,"Y","N","Y","N","ugL","DWS",0.022
"938","Diethyl phthalate",,"DWS",,,"N","Y","N","ugL","DWS",28000
"957","Dimethyl phthalate",,"DWS",,,"N","Y","N","ugL","DWS",350000
"973","Dioxin + furan mix, unspecified",,"DWS",,"Y","N","Y","N","ugL","DWS",0.00003
"1001","Endosulfan sulfate",,"DWS",,,"N","Y","N","ugL","DWS",62
"1003","Endrin",,"DWS",,,"N","Y","N","ugL","DWS",2
"1004","Endrin aldehyde",,"DWS",,,"N","Y","N","ugL","DWS",10.5
"1030","Ethylbenzene",,"DWS",,,"N","Y","N","ugL","DWS",700
"1064","Fluoranthene",,"DWS",,,"N","Y","N","ugL","DWS",1400
"1066","Fluorene",,"DWS",,,"N","Y","N","ugL","DWS",1400
"1104","Heptachlor",,"DWS",,,"N","Y","N","ugL","DWS",0.4
"1105","Heptachlor epoxide",,"DWS",,,"N","Y","N","ugL","DWS",0.2
"1115","Hexachlorobenzene",,"DWS",,"Y","N","Y","N","ugL","DWS",1
"1118","Hexachlorobutadiene",,"DWS",,,"N","Y","N","ugL","DWS",4.5
"1121","Hexachlorocyclopentadiene",,"DWS",,,"N","Y","N","ugL","DWS",50
"1123","Hexachloroethane",,"DWS",,,"N","Y","N","ugL","DWS",25
"1173","Indeno[1,2,3-cd]pyrene",,"DWS",,,"N","Y","N","ugL","DWS",0.048
"1199","Isophorone",,"DWS",,,"N","Y","N","ugL","DWS",368
"1215","Lead","Dissolved","DWS",,,"Y","Y","N","mgL","DWS",0.015
"1215","Lead","Dissolved","IRR",,,"Y","Y","N","mgL","IRR",5
"1215","Lead","Dissolved","LW",,,"Y","Y","N","mgL","LW",0.1
"1235","Lindane",,"DWS",,,"N","Y","N","ugL","DWS",0.2
"1263","m-Dichlorobenzene",,"DWS",,,"N","Y","N","ugL","DWS",469
"1623","1,4-Dichlorobenzene",,"DWS",,,"N","Y","N","ugL","DWS",75
"1283","Methyl bromide",,"DWS",,,"N","Y","N","ugL","DWS",49
"1328","Methylene chloride",,"DWS",,,"N","Y","N","ugL","DWS",5
"1395","Nickel","Dissolved","DWS",,"Y","Y","Y","N","mgL","DWS",0.7
"1403","Nitrobenzene",,"DWS",,,"N","Y","N","ugL","DWS",18
"1418","Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",,"LW",,,"N","N","N","mgL","LW",132
"1427","N-Nitrosodimethylamine",,"DWS",,,"N","Y","N","ugL","DWS",0.0069
"1429","N-Nitrosodi-n-propylamine",,"DWS",,,"N","Y","N","ugL","DWS",0.05
"1430","N-Nitrosodiphenylamine",,"DWS",,,"N","Y","N","ugL","DWS",71
"1467","o-Chlorophenol",,"DWS",,,"N","Y","N","ugL","DWS",175
"1479","o-Dichlorobenzene",,"DWS",,,"N","Y","N","ugL","DWS",600
"1518","p,p'-DDT",,"DWS",,"Y","N","Y","N","ugL","DWS",1
"1518","p,p'-DDT",,"WH",,"Y","N","Y","N","ugL","WH",0.001
"1633","Pentachlorophenol",,"DWS",,,"N","Y","N","ugL","DWS",1
"1654","Phenol",,"DWS",,,"N","Y","N","ugL","DWS",10500
"1706","Polychlorinated biphenyls",,"DWS",,"Y","N","Y","N","ugL","DWS",0.5
"1706","Polychlorinated biphenyls",,"WH",,"Y","N","Y","N","ugL","WH",0.014
"1744","Pyrene",,"DWS",,,"N","Y","N","ugL","DWS",1050
"1757","Radium-226",,"DWS",,,"N","Y","N","pCiL","DWS",2.5
"1757","Radium-226",,"LW",,,"N","Y","N","pCiL","LW",15
"1759","Radium-228",,"DWS",,,"N","Y","N","pCiL","DWS",2.5
"1759","Radium-228",,"LW",,,"N","Y","N","pCiL","LW",15
"1820","Strontium",,"DWS",,,"N","Y","N","pCiL","DWS",8
"1869","Tetrachloroethylene",,"DWS",,"Y","N","Y","N","ugL","DWS",5
"1883","Thallium",,"DWS",,"Y","N","Y","N","mgL","DWS",0.002
"1902","Toluene",,"DWS",,,"N","Y","N","ugL","DWS",1000
"1912","Toxaphene",,"DWS",,,"N","Y","N","ugL","DWS",3
"1926","trans-1,2-Dichloroethylene",,"DWS",,,"N","Y","N","ugL","DWS",100
"1935","Tribromomethane",,"DWS",,,"N","Y","N","ugL","DWS",44
"1950","Trichloroethylene",,"DWS",,,"N","Y","N","ugL","DWS",5
"1974","Tritium",,"DWS",,,"N","Y","N","pCiL","DWS",20000
"1974","Tritium",,"LW",,,"N","Y","N","pCiL","LW",20000
"1981001","Uranium-234/235/238","Dissolved","DWS",,,"N","Y","N","mgL","DWS",0.03
"1987","Vanadium","Dissolved","IRR",,,"N","Y","N","mgL","IRR",0.1
"1987","Vanadium","Dissolved","LW",,,"N","Y","N","mgL","LW",0.1
"1992","Vinyl chloride",,"DWS",,,"N","Y","N","ugL","DWS",2
"2005","Zinc",,"DWS",,"Y","Y","Y","N","mgL","DWS",10.5
"2005","Zinc",,"IRR",,"Y","Y","Y","N","mgL","IRR",2
"2005","Zinc",,"LW",,"Y","Y","Y","N","mgL","LW",25
"2337","Gross alpha radioactivity, (Americium-241 ref std)",,"DWS",,,"N","Y","N","pCiL","DWS",15
"2337","Gross alpha radioactivity, (Americium-241 ref std)",,"LW",,,"N","Y","N","pCiL","LW",15
"2416","Nitrogen, Nitrate (NO3) as N",,"DWS",,,"N","Y","N","mgL","DWS",10
"549001","Aluminum","Dissolved","IRR",,,"N","Y","N","mgL","IRR",5
"1266002","Mercury","Total","DWS",,,"N","Y","N","mgL","DWS",0.002
"1266002","Mercury","Total","LW",,,"N","Y","N","mgL","LW",0.01
"1266002","Mercury","Total","WH",,,"N","Y","N","mgL","WH",0.00077
"1354001","Molybdenum","Dissolved","IRR",,,"N","Y","N","mgL","IRR",1
"1783001","Selenium","Dissolved","DWS",,"Y","N","Y","N","mgL","DWS",0.05
"1783001","Selenium","Dissolved","IRR",,"Y","N","Y","N","mgL","IRR",0.13
"1783001","Selenium","Dissolved","LW",,"Y","N","Y","N","mgL","LW",0.05
"1783002","Selenium","Total Recoverable","WH",,,"N","Y","N","mgL","WH",0.005
"695","Boron","Dissolved","IRR",,,"N","Y","N","mgL","IRR",0.75
"695","Boron","Dissolved","LW",,,"N","Y","N","mgL","LW",5
"21","1,1,1-Trichloroethane",,"DWS",,,"N","Y","N","ugL","DWS",200
